42,35,45,17,40,39,8,56,32,48,64,78,96,9,20,57,49,2,19,4,53,75,47,31,62,74,28,46,29,86,65,60,41,38,55,59,36,84,3,30,5,83,14,21,18,44,58,34,79,13,68,73,50,33,67,26,81,90,25,98,77,10,72,76,24,37,61,54,63,66,95,80,51,69,52,82,7,94,87,23,99,22,70,11,91,16,12,97,0,6,93,43,1,85,27,71,89,92,15,88,
45,56,42,40,39,35,32,17,8,84,57,9,64,78,47,96,20,48,46,2,53,4,82,38,72,83,31,28,50,14,49,18,59,55,37,41,36,62,21,13,86,24,34,10,19,67,65,75,58,12,29,90,54,71,74,3,44,33,5,81,77,30,76,73,80,25,52,60,23,87,61,26,43,63,79,11,70,91,69,51,89,0,94,97,99,6,98,22,85,7,66,16,95,88,92,93,68,1,27,15,
56,45,8,35,42,39,9,84,40,17,57,48,64,79,96,28,47,2,44,4,49,46,41,32,78,50,53,14,18,58,38,65,31,29,36,81,76,75,63,62,60,33,74,21,13,19,24,10,61,83,86,34,20,72,67,25,59,12,3,68,82,54,37,51,26,94,5,30,77,69,55,66,80,73,6,52,70,97,90,23,95,93,22,92,87,98,16,43,99,11,91,27,85,0,7,15,88,1,89,71,
45,42,35,8,60,17,82,40,57,84,39,2,47,96,48,44,38,64,49,32,28,56,9,4,75,53,31,36,19,62,46,50,41,83,78,13,58,14,65,59,29,18,68,74,10,5,54,55,34,20,21,3,86,76,72,77,26,33,24,90,25,67,73,79,37,51,81,69,52,61,80,87,30,12,1,94,95,91,63,97,23,43,22,85,27,66,99,70,93,0,11,98,16,15,7,92,6,88,71,89,
60,45,35,42,39,57,40,17,8,79,9,48,64,20,32,49,4,47,53,36,29,46,96,84,24,2,18,31,65,28,38,80,56,19,75,55,59,50,41,81,62,83,78,82,44,14,37,5,58,86,21,74,30,34,13,73,76,10,71,33,72,61,51,26,3,25,52,54,67,90,69,77,23,43,12,91,6,66,63,87,97,68,7,94,22,0,98,92,95,11,99,89,27,70,16,93,85,1,88,15,
56,35,42,39,8,45,40,82,84,17,9,48,64,2,20,57,30,96,4,47,28,53,78,18,32,31,33,38,36,14,46,49,26,44,75,97,55,72,65,34,21,73,83,19,81,61,62,5,50,41,13,10,86,77,23,68,74,29,60,59,37,67,12,24,25,3,66,52,51,22,58,54,95,90,16,63,91,79,76,27,69,11,94,88,80,87,0,98,93,99,85,43,6,70,1,71,7,15,92,89,
45,56,42,40,8,35,39,2,84,79,57,17,9,36,48,32,62,96,47,64,31,4,53,46,75,83,41,28,49,18,74,38,65,14,19,72,60,13,29,24,76,86,78,20,34,55,58,50,3,33,82,90,25,44,69,5,67,68,63,21,81,80,77,10,73,26,37,54,30,52,98,12,59,23,51,89,87,95,11,94,91,92,7,97,66,61,43,27,0,6,16,70,99,93,22,1,15,88,71,85,
56,45,42,35,39,8,40,9,17,57,64,32,82,84,2,48,31,96,28,53,47,4,36,14,41,78,72,38,19,76,49,62,65,55,24,46,50,10,22,75,13,59,83,68,67,80,44,74,29,86,5,20,61,60,34,18,21,3,25,79,58,73,33,30,90,52,37,81,54,11,77,6,0,70,69,87,51,23,12,26,15,66,95,94,63,97,92,27,99,7,93,98,16,91,43,1,71,88,89,85,
39,45,35,40,17,56,64,8,9,42,57,84,96,79,41,48,53,2,46,4,47,31,75,62,36,32,14,20,49,83,50,28,81,61,21,10,19,74,18,38,60,13,67,29,65,44,5,55,37,78,76,34,59,72,24,90,54,30,58,52,25,82,33,26,51,77,43,63,86,71,73,80,66,3,91,23,69,7,87,92,97,16,6,98,88,0,95,12,70,99,11,94,22,93,1,68,15,27,85,89,
45,56,42,40,8,78,57,35,2,41,39,96,17,53,32,48,28,36,9,47,49,4,14,46,64,74,31,68,38,18,65,44,84,61,29,50,13,62,19,75,3,21,76,79,12,58,55,86,83,30,10,24,20,72,33,54,11,77,5,73,60,81,25,80,90,67,27,82,59,69,87,51,52,34,26,93,63,7,95,37,6,16,70,97,66,23,94,99,0,22,98,43,91,92,15,71,1,88,89,85,
60,45,35,42,39,8,40,17,64,78,20,9,2,49,50,48,32,75,96,47,38,53,28,31,57,4,46,19,84,14,79,41,56,36,68,21,55,29,73,74,33,72,83,65,10,62,22,58,61,86,5,67,3,24,69,34,13,76,30,81,44,18,80,25,52,82,54,95,90,87,37,26,11,59,77,23,7,12,51,63,97,0,43,93,98,66,91,27,6,94,16,99,15,70,92,85,1,71,88,89,
56,45,62,35,40,17,8,48,39,57,9,49,78,31,32,29,42,2,47,53,41,4,64,96,82,84,46,38,18,14,36,72,21,19,50,28,55,13,75,60,67,80,68,58,44,24,3,65,83,33,76,37,10,34,81,74,20,25,86,30,79,5,77,61,54,59,63,90,52,23,73,51,70,26,87,16,93,0,22,95,99,69,66,11,97,27,98,12,71,43,94,85,7,88,91,15,92,89,6,1,
45,60,42,35,40,9,39,17,64,8,83,2,48,4,84,96,46,47,20,49,79,57,50,31,55,32,75,19,54,53,62,28,41,36,18,14,38,29,56,78,21,44,76,10,74,72,63,90,86,13,70,65,67,68,34,25,73,24,37,59,80,51,77,3,58,5,69,82,52,33,12,87,61,23,30,11,98,26,22,81,95,92,43,89,85,6,91,94,16,66,0,15,97,27,7,88,99,93,1,71,
45,35,39,42,56,17,8,9,64,78,40,2,84,48,47,26,75,44,32,29,31,53,41,38,4,74,46,65,50,36,96,19,76,14,21,60,24,57,49,28,55,62,79,90,13,83,73,3,33,80,86,18,67,58,25,81,34,10,20,63,72,66,30,69,5,87,68,59,52,54,82,22,37,61,77,92,23,43,12,70,6,51,98,11,97,89,71,7,99,95,15,0,93,88,16,27,85,1,94,91,
45,60,42,39,40,17,8,79,35,9,64,49,4,44,47,57,32,2,48,96,84,53,31,28,38,46,56,36,24,78,18,41,29,55,75,83,21,14,99,62,74,65,19,50,58,3,34,10,30,67,59,81,71,76,33,26,82,86,72,90,52,69,20,37,13,61,54,87,5,80,77,23,63,43,12,51,95,73,25,98,16,66,93,6,70,0,27,7,94,15,97,92,22,88,11,68,91,89,85,1,
8,60,45,35,40,17,42,39,64,47,9,57,84,82,2,20,96,4,48,28,32,14,31,62,49,53,75,56,50,41,38,78,21,65,36,24,46,22,44,68,72,74,34,19,83,86,55,10,76,81,54,13,33,77,67,79,69,3,61,73,29,58,5,80,37,90,63,59,30,52,66,18,25,95,26,16,87,12,94,93,27,23,51,70,99,92,91,43,7,11,71,97,85,0,98,6,89,88,1,15,
56,40,42,82,45,35,8,17,20,48,2,57,49,39,64,96,9,53,4,32,47,28,75,44,18,83,36,84,31,46,14,41,67,38,50,21,78,55,62,34,24,19,58,73,10,29,54,72,59,80,86,33,76,77,90,65,12,30,68,13,61,3,51,79,25,37,87,52,74,81,5,60,63,11,97,26,69,70,94,22,6,23,16,95,98,43,66,7,91,27,99,93,71,15,89,0,1,92,85,88,
56,40,45,42,8,35,82,39,57,2,20,64,49,48,47,17,9,4,97,28,75,36,53,46,32,41,78,50,18,84,21,62,19,31,38,65,5,83,54,96,76,72,55,10,80,58,37,12,14,44,86,24,3,29,77,52,59,74,13,79,34,33,90,60,67,69,73,51,63,30,81,25,93,91,71,22,61,70,26,98,87,7,94,95,43,16,99,1,66,23,6,27,0,68,11,85,88,92,89,15,
60,45,42,17,35,9,8,39,79,84,40,4,44,14,64,2,96,59,28,53,47,48,18,36,32,74,31,78,46,57,50,29,62,65,49,38,19,41,75,55,56,81,5,73,68,83,82,20,76,86,72,58,10,21,34,67,77,52,13,90,80,33,30,54,23,24,95,37,51,69,25,70,3,27,61,63,12,87,11,26,93,66,91,22,6,98,92,43,16,88,1,94,99,7,97,85,0,89,71,15,
60,45,42,9,8,40,82,17,57,4,35,64,39,2,47,31,84,48,53,41,49,32,96,36,28,75,38,44,56,14,22,86,21,46,62,29,80,24,78,19,10,55,68,20,83,30,5,67,72,73,13,65,74,52,34,33,3,50,37,76,81,77,90,58,59,87,61,25,93,26,0,54,91,27,18,43,63,79,11,95,12,1,51,98,69,71,23,6,97,16,94,70,88,66,92,99,7,15,85,89,
45,56,40,35,42,57,9,82,8,17,96,64,39,48,4,32,2,49,53,47,46,28,44,31,38,36,50,84,21,75,62,41,14,78,29,13,65,68,59,22,60,77,55,86,3,73,74,72,34,10,83,19,24,20,54,33,67,81,76,90,61,58,26,30,80,79,18,87,11,94,25,52,37,69,63,5,95,12,23,98,27,16,91,7,43,6,99,88,51,70,97,0,93,92,71,15,85,66,1,89,
8,45,56,35,40,48,42,39,9,17,47,82,2,64,57,84,41,4,49,32,36,44,96,53,55,46,29,31,62,28,18,34,75,65,83,30,13,60,38,24,3,50,68,73,21,78,81,76,74,58,37,86,19,14,10,59,54,95,77,79,25,61,51,72,52,69,70,5,33,20,67,26,7,80,23,87,90,11,94,22,63,98,97,93,12,16,99,66,6,27,91,0,89,43,1,92,15,71,88,85,
56,45,35,40,62,8,42,79,2,57,20,39,17,9,48,96,47,49,53,4,31,61,81,84,18,75,32,46,50,74,64,28,41,36,38,14,78,29,21,19,65,72,68,13,10,83,44,55,86,30,60,76,54,67,80,11,90,52,33,37,58,5,3,59,34,12,73,25,82,24,87,69,97,22,70,26,43,77,51,95,66,94,16,6,63,27,99,7,98,23,92,93,71,85,91,88,89,0,1,15,
42,35,60,45,39,40,17,9,20,4,32,2,82,57,48,8,47,64,24,84,38,21,46,41,31,53,50,28,78,36,18,14,83,49,96,80,65,58,19,44,75,76,29,62,55,72,68,34,56,3,25,61,86,74,10,67,5,90,52,33,37,69,26,13,95,54,77,51,79,87,59,63,73,94,30,81,97,11,43,6,98,70,89,22,23,16,92,66,88,99,85,12,27,93,7,0,71,91,1,15,
42,60,45,39,17,8,40,35,49,81,57,9,47,2,44,79,4,64,28,96,48,32,19,53,31,50,46,38,56,75,68,84,36,83,41,18,21,62,65,55,14,72,74,86,29,30,78,33,67,90,58,3,5,10,34,59,54,24,61,51,26,87,82,76,37,80,13,73,0,69,52,12,20,77,22,95,25,6,27,70,23,94,66,91,11,88,89,97,63,15,99,16,92,7,43,98,1,93,85,71,
45,60,35,78,40,39,2,57,47,42,96,49,8,64,48,75,9,53,17,20,50,28,32,74,38,31,62,36,18,14,84,4,46,65,19,24,83,33,5,10,56,59,29,41,34,44,90,61,72,54,25,86,55,58,71,79,21,51,76,82,63,81,30,80,73,13,26,87,94,77,52,3,67,37,66,23,1,98,69,95,12,6,97,27,70,92,0,91,7,89,22,11,93,99,85,15,16,68,43,88,
45,42,49,56,35,40,8,39,17,32,20,2,96,47,9,57,48,64,4,78,75,53,21,79,28,31,18,50,84,46,41,36,62,55,14,19,83,38,86,25,60,34,74,33,44,65,10,81,68,82,29,24,13,73,5,63,59,72,58,67,52,54,3,66,77,95,30,12,37,90,80,76,87,61,69,22,11,94,27,0,92,51,26,43,98,91,70,93,89,16,97,6,1,7,23,99,71,15,85,88,
35,60,45,17,8,40,39,48,62,47,78,42,9,49,59,32,31,41,96,2,64,4,28,38,83,84,46,53,21,36,82,57,56,29,14,55,20,19,74,75,44,34,18,65,72,86,50,10,68,73,81,24,33,76,69,13,67,63,5,58,37,90,3,25,79,77,23,30,94,98,54,61,52,95,12,51,26,80,22,66,70,87,91,0,11,43,93,16,7,15,71,99,97,88,27,6,1,92,85,89,
45,35,26,8,39,57,2,78,56,49,64,40,20,32,17,9,53,48,74,54,31,47,96,77,14,46,28,36,50,75,84,18,86,10,4,37,29,19,71,82,41,60,65,58,38,21,62,3,24,34,67,55,59,83,30,90,81,63,44,5,52,33,69,95,76,13,0,72,79,66,27,92,87,25,7,73,94,12,51,93,70,42,91,61,22,23,80,99,6,43,11,1,85,88,98,97,16,68,15,89,
45,60,8,39,42,35,40,17,78,64,48,84,47,2,32,97,9,53,75,41,36,57,46,31,4,49,77,62,28,38,72,82,61,10,18,56,14,55,54,29,96,50,86,76,19,83,34,74,21,20,13,26,44,24,80,65,90,59,73,71,58,52,51,67,25,81,37,3,69,33,5,79,30,0,63,92,6,11,43,70,95,12,87,22,23,16,91,7,89,68,66,93,27,94,99,98,88,85,1,15,
56,45,40,17,37,9,78,84,39,57,35,20,96,48,8,36,32,42,79,4,2,47,49,29,46,64,74,62,14,80,18,50,65,34,41,53,21,38,60,28,19,75,83,72,3,31,25,55,76,24,68,51,44,33,73,5,58,67,13,86,81,61,59,66,54,90,82,69,30,6,52,93,10,70,94,0,26,87,77,11,97,99,95,63,16,43,7,22,89,91,12,23,15,27,71,1,98,88,85,92,
45,56,35,42,49,39,17,82,9,8,64,40,47,48,31,2,41,96,57,4,53,28,38,44,68,78,32,34,36,22,84,54,81,29,14,30,21,65,60,19,46,50,55,80,75,83,62,69,24,20,86,72,87,26,13,33,51,5,73,18,66,67,10,76,74,59,3,58,90,43,77,23,37,25,85,52,6,70,79,7,93,61,16,95,0,63,98,1,99,94,92,11,27,12,97,15,71,91,89,88,
45,57,40,60,35,17,8,62,44,39,83,9,48,2,42,84,47,4,96,79,32,38,28,31,46,19,49,64,53,18,75,74,36,50,14,56,55,41,29,11,13,72,33,21,73,52,54,65,86,68,78,30,20,37,61,24,94,77,5,59,58,10,82,3,67,95,90,81,25,80,34,69,76,63,51,22,16,27,93,26,87,70,97,66,92,98,23,12,43,99,85,15,1,6,7,89,91,71,88,0,
42,39,8,60,35,45,17,40,9,79,48,20,84,4,64,96,47,32,46,75,57,2,38,14,83,53,36,41,28,56,78,34,49,74,31,18,24,21,68,65,30,86,62,19,73,76,54,58,80,29,55,67,72,37,10,3,50,69,33,13,26,12,5,44,87,25,81,90,82,22,52,77,98,61,59,95,0,92,11,23,66,63,7,51,91,94,85,89,70,93,43,97,6,27,16,1,88,15,71,99,
8,45,39,56,35,17,42,41,78,64,9,47,73,49,2,96,40,48,31,74,50,32,28,53,4,57,83,44,24,84,38,62,75,36,46,19,65,18,59,14,86,29,33,76,13,25,55,12,79,71,77,21,67,81,34,10,52,5,90,20,58,94,72,3,37,54,51,80,60,87,69,30,26,95,61,6,63,93,98,27,82,66,70,16,23,11,22,0,91,99,43,1,97,15,68,92,7,88,85,89,
8,45,56,35,40,42,2,17,57,79,64,39,47,48,49,9,20,14,32,4,53,97,84,21,28,46,31,36,65,38,75,19,78,30,18,83,60,68,50,24,62,96,41,44,74,55,10,67,13,34,77,86,37,22,29,3,33,26,58,76,59,25,52,73,12,5,90,72,95,80,70,87,51,82,54,61,81,69,99,11,98,94,7,27,66,63,23,93,0,6,43,71,85,89,16,91,92,88,1,15,
60,45,42,35,39,49,40,8,57,2,28,17,44,48,78,96,47,9,4,53,32,64,82,46,75,55,84,65,62,36,29,59,31,38,14,50,74,56,24,58,21,34,18,61,26,76,19,83,41,67,72,37,79,68,54,5,81,13,87,10,90,86,3,52,73,20,51,77,80,33,69,63,30,66,25,95,12,16,0,94,98,70,7,6,43,11,92,1,22,97,85,23,99,93,91,89,15,27,71,88,
62,45,35,39,56,40,17,8,57,77,42,2,4,47,49,64,9,48,31,96,36,41,28,82,53,75,20,32,38,18,46,65,68,83,14,50,44,84,59,78,74,86,19,80,76,25,67,58,13,21,24,29,5,55,10,73,34,60,54,61,95,37,26,33,99,3,11,79,72,81,51,52,66,30,43,90,70,63,93,69,12,98,87,91,6,22,1,27,94,92,7,23,0,16,97,89,15,71,88,85,
45,60,40,35,39,9,42,17,8,48,78,32,2,57,84,53,96,64,4,31,41,50,28,38,47,29,46,74,14,44,36,49,83,18,19,82,75,33,55,62,58,72,34,65,20,13,24,10,21,79,56,52,59,68,67,25,86,63,54,76,5,73,90,61,26,94,37,77,3,30,7,80,0,81,92,69,51,22,87,93,95,12,97,23,27,6,66,1,11,16,91,70,98,85,89,99,71,43,88,15,
45,56,8,42,39,40,35,17,64,49,82,31,96,9,48,47,57,2,4,41,32,19,53,36,83,29,75,84,38,44,28,46,34,14,21,59,62,60,78,58,50,65,33,24,76,68,18,54,55,74,90,86,72,80,52,13,26,61,63,5,37,10,81,67,77,69,98,79,73,30,25,3,51,23,20,87,91,0,95,22,6,94,99,92,70,12,11,97,85,27,43,16,71,66,7,93,88,1,89,15,
35,45,40,56,62,8,39,17,9,79,49,32,42,96,48,2,4,57,47,64,46,20,28,36,31,53,44,83,68,38,19,50,74,12,84,14,41,21,18,55,78,86,29,24,58,76,75,81,65,33,63,5,25,10,13,80,34,3,59,67,37,73,61,52,30,77,26,90,54,82,69,51,72,60,6,23,97,99,70,87,95,94,91,7,16,27,98,88,66,0,22,92,93,85,11,71,1,15,89,43,
45,56,40,35,39,8,42,17,57,32,20,64,84,48,2,9,96,74,78,47,62,53,49,46,14,28,4,31,36,86,38,50,21,65,18,41,59,60,72,83,76,29,11,75,44,37,68,79,10,19,73,24,58,52,82,77,90,13,54,69,26,80,61,67,5,81,55,30,33,95,3,25,12,34,87,91,92,23,63,66,94,22,43,6,1,51,93,85,27,7,97,88,16,70,98,99,89,15,71,0,
35,42,82,60,39,17,41,45,40,8,84,64,9,48,26,47,32,2,20,96,4,28,53,38,65,36,72,56,46,50,75,21,62,49,31,24,22,14,55,83,78,74,57,90,68,86,5,58,73,25,29,34,18,81,13,44,19,10,30,3,61,37,52,79,33,59,76,69,67,54,12,23,80,87,51,93,63,70,43,97,66,95,6,77,0,98,7,94,99,92,1,11,85,27,16,89,71,91,15,88,
45,35,56,39,42,40,17,8,32,9,47,78,57,48,84,64,2,44,96,28,4,53,49,36,46,31,72,62,74,18,65,83,58,24,75,76,38,50,10,41,29,21,14,55,20,52,19,82,81,37,25,34,71,3,73,86,30,60,90,54,59,33,67,13,51,79,97,77,80,69,5,26,23,87,0,43,11,61,12,7,63,66,95,92,99,85,22,89,68,70,98,1,16,88,91,94,27,93,6,15,
45,8,9,56,17,35,57,40,42,78,39,20,47,2,84,48,32,62,28,96,61,4,80,36,46,79,31,53,38,49,18,75,14,41,64,55,50,67,24,83,21,60,59,74,86,65,68,19,90,73,44,34,10,29,81,72,33,5,13,54,30,25,26,94,77,3,69,76,98,87,58,37,82,11,52,93,63,95,91,22,12,6,92,23,43,97,51,66,0,27,7,70,85,89,88,16,71,99,15,1,
45,42,35,8,17,9,56,40,39,2,57,49,78,48,44,64,47,96,53,46,84,32,31,28,14,36,4,79,62,41,75,19,74,83,90,29,60,18,72,5,21,13,38,50,65,10,24,26,55,76,34,37,86,33,61,77,59,3,69,58,25,54,20,23,81,30,68,82,67,52,80,87,73,51,98,94,95,63,70,0,16,12,66,27,22,88,92,11,7,99,91,43,93,97,15,71,6,85,1,89,
42,45,56,35,39,40,57,8,17,2,64,32,48,9,49,47,38,28,78,53,4,20,36,22,46,68,96,74,84,60,14,24,41,29,55,50,65,44,21,31,13,75,80,62,34,73,19,86,81,83,54,82,72,33,61,76,10,79,18,59,37,58,90,69,3,52,30,5,23,12,25,77,67,26,97,51,63,95,70,66,99,87,16,6,7,98,94,92,91,11,88,43,0,1,93,85,27,71,89,15,
45,56,35,42,8,39,2,9,17,40,78,41,57,84,48,46,64,4,47,28,20,53,96,32,75,50,74,31,38,24,62,49,65,83,19,60,76,18,68,55,36,29,14,77,21,13,11,82,86,25,10,61,30,52,90,58,5,81,80,37,26,72,44,87,67,33,3,73,59,34,54,63,94,69,43,23,12,97,79,95,22,70,51,98,16,6,89,99,0,66,92,1,88,15,93,91,85,7,27,71,
56,45,39,40,35,8,17,9,42,32,84,64,48,47,79,57,2,53,31,96,28,18,4,41,46,36,74,75,38,78,60,49,50,65,44,14,62,80,21,52,55,83,19,3,86,72,29,26,73,71,13,37,10,81,33,12,11,67,20,5,24,54,90,76,59,25,58,82,69,77,23,93,95,27,30,61,51,34,63,87,97,7,70,94,6,91,0,98,16,22,1,43,99,89,66,68,88,92,85,15,
45,42,35,40,39,60,8,17,82,9,47,2,84,64,48,32,53,41,31,57,96,49,36,4,18,26,75,72,38,46,56,71,29,65,50,83,81,14,28,62,86,34,19,20,73,21,55,78,44,13,74,37,69,5,30,54,33,90,80,58,3,59,70,24,61,76,25,67,52,77,10,63,22,7,98,92,79,27,91,23,51,15,87,11,12,16,93,43,99,66,1,94,89,97,95,6,68,85,0,88,
8,56,45,35,42,40,39,17,9,64,79,48,57,84,41,2,47,32,96,4,53,20,36,38,46,49,62,31,78,28,19,24,18,55,75,60,21,5,83,54,65,68,50,44,14,34,29,10,77,13,74,67,58,76,86,30,59,81,33,3,90,72,73,26,25,82,37,52,87,69,99,23,61,70,0,6,95,51,12,63,22,94,80,66,7,43,27,16,98,97,91,15,93,92,11,71,88,85,1,89,
42,45,56,35,40,8,17,39,2,57,44,64,83,32,47,48,82,9,46,31,38,41,95,84,61,14,49,53,28,65,36,62,60,4,68,18,19,10,76,21,69,5,29,34,50,55,90,78,96,75,24,33,59,80,67,79,81,72,86,13,73,26,37,98,3,74,20,77,27,58,25,52,54,30,43,70,99,7,12,87,22,97,16,51,63,66,89,1,6,23,11,15,94,93,91,92,88,0,85,71,
45,39,40,35,56,42,17,8,9,84,79,48,32,64,57,14,41,2,4,53,50,44,36,47,28,38,46,96,65,75,83,49,62,31,74,19,18,29,21,33,26,78,86,59,24,76,81,5,58,55,11,30,13,68,73,90,80,72,54,60,51,10,77,25,61,3,20,67,87,82,37,69,52,63,23,12,98,99,6,97,91,94,7,93,34,95,43,85,1,66,27,0,22,15,71,16,70,88,89,92,
45,35,9,8,62,56,40,17,39,42,49,20,78,2,57,96,48,4,47,64,55,32,74,50,28,84,53,24,46,68,36,41,14,75,31,38,65,83,33,29,34,10,44,79,21,18,58,59,81,52,60,54,63,5,80,13,19,94,30,90,73,86,76,37,72,25,3,87,22,26,67,23,61,99,6,77,82,69,51,12,93,16,27,1,7,95,0,98,70,11,43,66,97,91,89,88,92,71,85,15,
60,42,40,35,84,2,78,45,39,9,17,48,8,57,64,32,4,47,96,82,20,31,53,62,49,18,14,75,19,33,38,21,28,36,83,56,46,34,44,86,74,24,50,73,55,65,68,29,41,76,5,13,67,72,3,52,58,59,25,90,81,54,77,12,23,30,80,79,87,97,10,37,51,63,61,70,22,11,69,6,95,26,93,7,1,16,91,43,98,94,66,0,71,92,99,88,85,27,15,89,
40,45,60,42,35,39,8,47,17,64,82,84,2,57,9,31,41,32,68,96,53,48,36,38,4,49,19,14,65,46,83,28,21,86,18,62,75,30,72,78,74,56,44,10,67,55,26,24,34,25,50,79,37,76,58,69,61,73,5,90,6,54,33,13,66,81,29,80,77,3,20,59,63,87,95,12,94,98,97,0,23,52,51,70,22,93,7,11,91,92,99,16,1,15,43,71,88,27,85,89,
